plane,car,bird,cat,deer,dog,frog,horse,ship,truck,total
88.88888888888889,100.0,61.53846153846154,100.0,100.0,72.72727272727273,100.0,84.61538461538461,85.0,80.95238095238095,86.25,
78.57142857142857,100.0,85.71428571428571,82.3529411764706,76.47058823529412,75.0,69.23076923076923,100.0,85.0,85.71428571428571,84.375,
93.75,86.66666666666667,78.94736842105263,85.71428571428571,76.19047619047619,75.0,100.0,91.66666666666667,100.0,93.33333333333333,86.875,
93.75,88.88888888888889,92.85714285714286,81.25,84.21052631578948,93.75,86.36363636363636,73.33333333333333,100.0,88.88888888888889,87.5,
100.0,93.33333333333333,81.25,95.0,81.25,90.0,82.3529411764706,100.0,87.5,85.71428571428571,90.0,
87.5,100.0,57.142857142857146,38.46153846153846,55.55555555555556,37.5,83.33333333333333,81.81818181818181,76.47058823529412,62.5,68.125,
50.0,87.5,100.0,52.94117647058823,85.71428571428571,41.666666666666664,85.0,100.0,81.81818181818181,84.61538461538461,78.125,
73.33333333333333,90.9090909090909,85.0,73.6842105263158,100.0,66.66666666666667,61.111111111111114,100.0,94.44444444444444,93.33333333333333,83.75,
75.0,90.0,80.0,85.0,85.71428571428571,66.66666666666667,100.0,100.0,94.11764705882354,100.0,86.875,
83.33333333333333,85.71428571428571,94.11764705882354,75.0,82.3529411764706,78.57142857142857,93.33333333333333,95.0,100.0,94.73684210526316,88.125,
100.0,90.47619047619048,66.66666666666667,68.42105263157895,92.3076923076923,64.70588235294117,94.11764705882354,88.88888888888889,100.0,100.0,85.625,
80.95238095238095,100.0,45.45454545454545,61.53846153846154,84.21052631578948,80.0,84.21052631578948,93.33333333333333,100.0,93.75,83.75,
76.92307692307692,100.0,86.66666666666667,83.33333333333333,85.71428571428571,80.0,100.0,90.9090909090909,91.30434782608695,73.6842105263158,86.25,
73.6842105263158,93.75,66.66666666666667,88.88888888888889,82.3529411764706,78.94736842105263,88.23529411764706,93.33333333333333,84.21052631578948,90.0,84.375,
84.61538461538461,100.0,81.25,53.333333333333336,94.73684210526316,94.73684210526316,83.33333333333333,90.9090909090909,95.0,84.21052631578948,86.25,
77.77777777777777,94.11764705882354,87.5,47.82608695652174,83.33333333333333,53.333333333333336,88.88888888888889,63.63636363636363,82.6086956521739,75.0,75.0,
80.0,100.0,81.25,54.54545454545455,93.75,60.0,93.33333333333333,78.94736842105263,76.19047619047619,95.0,81.25,
66.66666666666667,100.0,85.71428571428571,57.89473684210526,84.21052631578948,42.857142857142854,71.42857142857143,91.66666666666667,86.66666666666667,87.5,78.125,
85.71428571428571,93.33333333333333,55.55555555555556,41.666666666666664,78.94736842105263,66.66666666666667,94.73684210526316,92.3076923076923,85.71428571428571,92.85714285714286,79.375,
92.3076923076923,71.42857142857143,77.77777777777777,86.66666666666667,93.75,66.66666666666667,94.11764705882354,93.75,92.3076923076923,87.5,85.0,
83.33333333333333,100.0,85.71428571428571,69.23076923076923,88.88888888888889,63.1578947368421,100.0,93.33333333333333,85.0,93.33333333333333,85.625,
81.81818181818181,100.0,73.33333333333333,53.84615384615385,94.44444444444444,88.88888888888889,69.23076923076923,72.72727272727273,93.75,90.47619047619048,83.125,
90.0,88.23529411764706,65.0,93.33333333333333,88.88888888888889,100.0,91.30434782608695,85.71428571428571,90.9090909090909,87.5,86.875,
100.0,84.61538461538461,70.58823529411765,77.27272727272727,72.22222222222223,80.95238095238095,81.25,78.57142857142857,88.88888888888889,83.33333333333333,80.625,
86.66666666666667,94.11764705882354,70.0,88.88888888888889,88.88888888888889,81.81818181818181,100.0,83.33333333333333,100.0,85.71428571428571,88.125,
88.23529411764706,93.33333333333333,68.75,78.57142857142857,78.94736842105263,76.92307692307692,75.0,83.33333333333333,100.0,88.88888888888889,83.125,
92.0,93.33333333333333,81.25,92.85714285714286,86.66666666666667,80.0,90.0,90.9090909090909,94.11764705882354,90.9090909090909,89.375,
86.66666666666667,100.0,72.22222222222223,37.5,58.8235294117647,36.8421052631579,77.77777777777777,100.0,61.53846153846154,53.84615384615385,65.0,
76.47058823529412,100.0,53.84615384615385,55.0,91.66666666666667,80.0,73.91304347826087,72.72727272727273,75.0,94.73684210526316,77.5,
61.53846153846154,75.0,78.94736842105263,72.72727272727273,90.0,76.47058823529412,85.71428571428571,94.11764705882354,71.42857142857143,93.33333333333333,80.0,
92.3076923076923,80.0,83.33333333333333,80.0,84.61538461538461,70.58823529411765,90.9090909090909,82.3529411764706,83.33333333333333,82.3529411764706,83.125,
91.30434782608695,92.3076923076923,78.26086956521739,56.25,90.0,61.904761904761905,78.94736842105263,91.66666666666667,100.0,100.0,81.875,
90.47619047619048,100.0,85.71428571428571,70.58823529411765,68.75,64.28571428571429,85.71428571428571,89.47368421052632,66.66666666666667,90.9090909090909,82.5,
91.66666666666667,80.0,75.0,75.0,80.0,88.0,81.81818181818181,83.33333333333333,100.0,85.71428571428571,83.75,
100.0,95.23809523809524,78.57142857142857,80.0,81.81818181818181,78.26086956521739,73.33333333333333,93.33333333333333,100.0,80.0,86.25,
100.0,100.0,68.75,69.56521739130434,50.0,71.42857142857143,86.95652173913044,80.0,81.81818181818181,87.5,79.375,
90.9090909090909,85.71428571428571,81.25,85.71428571428571,87.5,71.42857142857143,93.75,92.3076923076923,71.42857142857143,95.0,86.875,
78.57142857142857,86.66666666666667,75.0,50.0,62.5,35.714285714285715,77.77777777777777,84.61538461538461,44.44444444444444,60.0,66.25,
65.0,93.33333333333333,86.66666666666667,53.333333333333336,87.5,42.857142857142854,76.47058823529412,90.9090909090909,60.0,85.0,73.125,
82.3529411764706,94.44444444444444,85.71428571428571,55.55555555555556,92.3076923076923,68.75,80.0,66.66666666666667,83.33333333333333,100.0,80.0,
72.0,100.0,68.42105263157895,82.3529411764706,100.0,68.75,81.25,92.3076923076923,90.9090909090909,90.0,82.5,
80.0,94.44444444444444,55.55555555555556,73.33333333333333,92.85714285714286,56.25,85.71428571428571,78.57142857142857,76.92307692307692,85.0,79.375,
85.0,100.0,89.47368421052632,81.81818181818181,90.47619047619048,92.85714285714286,88.88888888888889,84.61538461538461,100.0,84.21052631578948,89.375,
92.85714285714286,72.72727272727273,70.58823529411765,77.27272727272727,78.94736842105263,87.5,100.0,100.0,100.0,100.0,87.5,
75.0,88.23529411764706,76.47058823529412,58.8235294117647,76.92307692307692,66.66666666666667,100.0,87.5,94.73684210526316,90.0,82.5,
96.42857142857143,100.0,100.0,66.66666666666667,80.0,82.3529411764706,94.11764705882354,88.88888888888889,85.71428571428571,84.61538461538461,88.75,
100.0,100.0,73.6842105263158,60.0,92.3076923076923,90.47619047619048,94.44444444444444,91.66666666666667,90.9090909090909,91.66666666666667,89.375,
88.23529411764706,93.75,76.92307692307692,87.5,75.0,70.58823529411765,100.0,100.0,87.5,78.57142857142857,85.625,
